student_id,name,gender,nationality,program,current_semester,cgpa_target,career_goal,weekly_study_hours,engagement_score,absence_days_last_term,cgpa,current_semester_credits,academic_risk
STU0085,Student 0085,F,Other,B.Tech Computer Science and Engineering,3,8.0,Data Engineer,13,68,4,3.26,16,Moderate
STU0086,Student 0086,M,Indian,B.Tech Computer Science and Engineering,6,9.0,AI/ML Engineer,17,56,10,3.77,20,Moderate
STU0087,Student 0087,M,Other,B.Tech Computer Science and Engineering,3,8.5,Data Scientist,21,67,14,3.38,16,High
STU0088,Student 0088,M,Indian,B.Tech Computer Science and Engineering,4,8.5,Software Engineer,12,89,5,3.22,16,Moderate
STU0089,Student 0089,M,Indian,B.Tech Computer Science and Engineering,7,9.0,Cybersecurity Engineer,20,96,5,3.77,20,Moderate
STU0090,Student 0090,M,Indian,B.Tech Computer Science and Engineering,5,9.0,Data Engineer,24,65,3,3.55,20,Moderate
STU0091,Student 0091,M,Indian,B.Tech Computer Science and Engineering,3,8.5,AI/ML Engineer,25,58,8,3.76,16,Moderate
STU0092,Student 0092,F,Bhutanese,B.Tech Computer Science and Engineering,7,8.5,Data Scientist,21,68,8,3.42,20,Moderate
STU0093,Student 0093,F,Indian,B.Tech Computer Science and Engineering,6,8.5,Software Engineer,27,48,6,3.73,20,Moderate
STU0094,Student 0094,M,Indian,B.Tech Computer Science and Engineering,6,9.0,Cybersecurity Engineer,20,43,4,3.69,20,High
STU0095,Student 0095,F,Nepali,B.Tech Computer Science and Engineering,4,8.5,Data Engineer,14,75,10,3.49,16,Moderate
STU0096,Student 0096,M,Indian,B.Tech Computer Science and Engineering,6,9.0,AI/ML Engineer,13,81,10,3.28,20,Moderate
STU0097,Student 0097,F,Indian,B.Tech Computer Science and Engineering,7,9.0,Data Scientist,20,71,6,3.21,20,Moderate
STU0098,Student 0098,M,Indian,B.Tech Computer Science and Engineering,7,8.5,Software Engineer,11,54,3,3.55,20,Moderate
STU0099,Student 0099,F,Indian,B.Tech Computer Science and Engineering,4,9.5,Cybersecurity Engineer,23,88,3,3.87,16,Moderate
STU0100,Student 0100,F,Indian,B.Tech Computer Science and Engineering,3,8.5,Data Engineer,15,55,4,3.3,16,Moderate
STU0101,Student 0101,M,Indian,B.Tech Computer Science and Engineering,6,8.5,AI/ML Engineer,8,52,11,2.71,20,High
STU0102,Student 0102,F,Indian,B.Tech Computer Science and Engineering,7,9.0,Data Scientist,14,60,7,3.74,20,Moderate
STU0103,Student 0103,F,Indian,B.Tech Computer Science and Engineering,3,9.0,Software Engineer,15,64,9,3.67,16,Moderate
STU0104,Student 0104,F,Indian,B.Tech Computer Science and Engineering,3,8.5,Cybersecurity Engineer,29,72,6,3.32,16,Moderate
STU0105,Student 0105,M,Other,B.Tech Computer Science and Engineering,6,8.5,Data Engineer,27,27,7,3.57,20,High
STU0106,Student 0106,F,Nepali,B.Tech Computer Science and Engineering,6,8.5,AI/ML Engineer,8,97,10,3.49,20,Moderate
STU0107,Student 0107,M,Indian,B.Tech Computer Science and Engineering,4,8.5,Data Scientist,28,77,0,3.63,16,Moderate
STU0108,Student 0108,M,Indian,B.Tech Computer Science and Engineering,6,9.0,Software Engineer,18,64,10,3.3,20,Moderate
STU0109,Student 0109,F,Indian,B.Tech Computer Science and Engineering,4,8.5,Cybersecurity Engineer,30,78,4,3.76,16,Moderate
STU0110,Student 0110,M,Indian,B.Tech Computer Science and Engineering,5,9.0,Data Engineer,19,77,11,3.7,20,High
STU0111,Student 0111,M,Indian,B.Tech Computer Science and Engineering,5,8.5,AI/ML Engineer,21,64,13,3.22,20,High
STU0112,Student 0112,M,Indian,B.Tech Computer Science and Engineering,7,8.5,Data Scientist,19,83,8,2.72,20,Moderate
STU0113,Student 0113,M,Other,B.Tech Computer Science and Engineering,7,8.5,Software Engineer,12,86,10,3.04,20,Moderate
STU0114,Student 0114,F,Indian,B.Tech Computer Science and Engineering,7,9.0,Cybersecurity Engineer,15,83,0,3.54,20,Moderate
STU0115,Student 0115,M,Indian,B.Tech Computer Science and Engineering,3,8.5,Data Engineer,16,57,16,3.76,16,High
STU0116,Student 0116,M,Indian,B.Tech Computer Science and Engineering,4,9.0,AI/ML Engineer,23,65,6,3.64,16,Moderate
STU0117,Student 0117,M,Indian,B.Tech Computer Science and Engineering,5,8.0,Data Scientist,16,70,5,3.5,20,Moderate
STU0118,Student 0118,M,Indian,B.Tech Computer Science and Engineering,6,8.5,Software Engineer,20,73,2,3.29,20,Moderate
STU0119,Student 0119,M,Indian,B.Tech Computer Science and Engineering,3,8.5,Cybersecurity Engineer,18,85,5,3.47,16,Moderate
STU0120,Student 0120,M,Indian,B.Tech Computer Science and Engineering,4,8.5,Data Engineer,14,61,6,3.43,16,Moderate
STU0121,Student 0121,F,Indian,B.Tech Computer Science and Engineering,3,9.0,AI/ML Engineer,14,62,8,3.46,16,Moderate
STU0122,Student 0122,M,Indian,B.Tech Computer Science and Engineering,7,9.5,Data Scientist,8,60,8,3.38,20,Moderate
STU0123,Student 0123,F,Indian,B.Tech Computer Science and Engineering,3,8.5,Software Engineer,22,74,8,3.82,16,Moderate
STU0124,Student 0124,F,Indian,B.Tech Computer Science and Engineering,4,9.5,Cybersecurity Engineer,20,44,9,3.66,16,High
STU0125,Student 0125,M,Indian,B.Tech Computer Science and Engineering,6,8.0,Data Engineer,18,67,7,3.54,20,Moderate
STU0126,Student 0126,M,Sri Lankan,B.Tech Computer Science and Engineering,6,9.0,AI/ML Engineer,18,35,5,3.71,20,High
STU0127,Student 0127,M,Indian,B.Tech Computer Science and Engineering,4,9.0,Data Scientist,19,67,7,3.65,16,Moderate
STU0128,Student 0128,F,Indian,B.Tech Computer Science and Engineering,5,9.0,Software Engineer,16,57,11,2.88,20,High
STU0129,Student 0129,M,Indian,B.Tech Computer Science and Engineering,7,8.5,Cybersecurity Engineer,22,76,5,3.36,20,Moderate
STU0130,Student 0130,M,Indian,B.Tech Computer Science and Engineering,7,9.5,Data Engineer,17,91,4,3.6,20,Moderate
STU0131,Student 0131,M,Indian,B.Tech Computer Science and Engineering,7,9.5,AI/ML Engineer,13,76,2,3.58,20,Moderate
STU0132,Student 0132,M,Indian,B.Tech Computer Science and Engineering,6,9.5,Data Scientist,19,46,3,2.94,20,Moderate
STU0133,Student 0133,M,Indian,B.Tech Computer Science and Engineering,6,8.5,Software Engineer,20,87,7,3.58,20,Moderate
STU0134,Student 0134,M,Other,B.Tech Computer Science and Engineering,5,9.0,Cybersecurity Engineer,21,76,6,3.3,20,Moderate
STU0135,Student 0135,M,Bangladeshi,B.Tech Computer Science and Engineering,3,9.0,Data Engineer,11,40,6,3.71,16,High
STU0136,Student 0136,F,Indian,B.Tech Computer Science and Engineering,3,9.0,AI/ML Engineer,19,55,8,3.89,16,Moderate
STU0137,Student 0137,F,Other,B.Tech Computer Science and Engineering,3,8.5,Data Scientist,22,80,2,3.89,16,Moderate
STU0138,Student 0138,M,Indian,B.Tech Computer Science and Engineering,4,9.0,Software Engineer,16,57,8,3.04,16,Moderate
STU0139,Student 0139,F,Indian,B.Tech Computer Science and Engineering,7,9.5,Cybersecurity Engineer,18,65,5,3.57,20,Moderate
STU0140,Student 0140,M,Indian,B.Tech Computer Science and Engineering,7,8.5,Data Engineer,15,14,7,3.33,20,High
STU0141,Student 0141,F,Indian,B.Tech Computer Science and Engineering,6,9.0,AI/ML Engineer,17,83,6,3.61,20,Moderate
STU0142,Student 0142,M,Other,B.Tech Computer Science and Engineering,6,9.0,Data Scientist,20,59,2,3.33,20,Moderate
STU0143,Student 0143,F,Indian,B.Tech Computer Science and Engineering,6,9.0,Software Engineer,23,69,10,3.74,20,Moderate
STU0144,Student 0144,M,Indian,B.Tech Computer Science and Engineering,4,8.5,Cybersecurity Engineer,27,85,10,3.54,16,Moderate
STU0145,Student 0145,M,Indian,B.Tech Computer Science and Engineering,6,8.5,Data Engineer,19,68,11,3.37,20,High
STU0146,Student 0146,F,Indian,B.Tech Computer Science and Engineering,5,9.0,AI/ML Engineer,18,89,7,3.64,20,Moderate
STU0147,Student 0147,M,Indian,B.Tech Computer Science and Engineering,5,9.0,Data Scientist,10,51,8,3.24,20,Moderate
STU0148,Student 0148,F,Bangladeshi,B.Tech Computer Science and Engineering,7,8.0,Software Engineer,29,58,10,3.0,20,Moderate
STU0149,Student 0149,F,Bhutanese,B.Tech Computer Science and Engineering,6,9.0,Cybersecurity Engineer,18,60,10,3.12,20,Moderate
STU0150,Student 0150,M,Indian,B.Tech Computer Science and Engineering,6,9.0,Data Engineer,17,69,6,3.25,20,Moderate
STU0151,Student 0151,M,Indian,B.Tech Computer Science and Engineering,6,9.0,AI/ML Engineer,21,64,3,3.34,20,Moderate
STU0152,Student 0152,F,Indian,B.Tech Computer Science and Engineering,6,9.0,Data Scientist,8,62,10,3.23,20,Moderate
STU0153,Student 0153,F,Indian,B.Tech Computer Science and Engineering,4,9.0,Software Engineer,22,52,3,3.78,16,Moderate
STU0154,Student 0154,F,Indian,B.Tech Computer Science and Engineering,7,9.0,Cybersecurity Engineer,11,66,8,3.5,20,Moderate
STU0155,Student 0155,F,Indian,B.Tech Computer Science and Engineering,4,8.0,Data Engineer,15,60,9,3.22,16,Moderate
STU0156,Student 0156,M,Indian,B.Tech Computer Science and Engineering,7,9.0,AI/ML Engineer,24,68,10,2.75,20,Moderate
STU0157,Student 0157,F,Indian,B.Tech Computer Science and Engineering,5,9.0,Data Scientist,20,72,5,3.37,20,Moderate
STU0158,Student 0158,F,Indian,B.Tech Computer Science and Engineering,3,9.0,Software Engineer,15,68,9,3.55,16,Moderate
STU0159,Student 0159,F,Bangladeshi,B.Tech Computer Science and Engineering,6,8.5,Cybersecurity Engineer,11,56,11,3.21,20,High
STU0160,Student 0160,M,Bangladeshi,B.Tech Computer Science and Engineering,6,9.0,Data Engineer,23,71,6,3.48,20,Moderate
STU0161,Student 0161,M,Indian,B.Tech Computer Science and Engineering,4,9.0,AI/ML Engineer,16,61,16,3.14,16,High
STU0162,Student 0162,M,Indian,B.Tech Computer Science and Engineering,3,9.0,Data Scientist,17,63,10,3.28,16,Moderate
STU0163,Student 0163,M,Indian,B.Tech Computer Science and Engineering,4,8.0,Software Engineer,18,58,4,3.48,16,Moderate
STU0164,Student 0164,F,Indian,B.Tech Computer Science and Engineering,6,8.5,Cybersecurity Engineer,12,69,5,3.41,20,Moderate
STU0165,Student 0165,F,Indian,B.Tech Computer Science and Engineering,6,8.5,Data Engineer,23,80,9,3.75,20,Moderate
STU0166,Student 0166,M,Indian,B.Tech Computer Science and Engineering,5,9.0,AI/ML Engineer,12,63,7,3.3,20,Moderate
STU0167,Student 0167,M,Indian,B.Tech Computer Science and Engineering,7,8.5,Data Scientist,16,53,4,3.56,20,Moderate
STU0168,Student 0168,M,Indian,B.Tech Computer Science and Engineering,4,8.5,Software Engineer,15,61,12,3.05,16,High
STU0169,Student 0169,M,Indian,B.Tech Computer Science and Engineering,4,8.5,Cybersecurity Engineer,17,82,4,3.73,16,Moderate
STU0170,Student 0170,F,Bhutanese,B.Tech Computer Science and Engineering,5,9.0,Data Engineer,22,61,6,3.62,20,Moderate
STU0171,Student 0171,F,Other,B.Tech Computer Science and Engineering,4,9.0,AI/ML Engineer,24,84,0,3.69,16,Moderate
STU0172,Student 0172,M,Indian,B.Tech Computer Science and Engineering,6,9.5,Data Scientist,29,81,9,3.41,20,Moderate
STU0173,Student 0173,F,Sri Lankan,B.Tech Computer Science and Engineering,7,9.0,Software Engineer,23,63,3,3.29,20,Moderate
STU0174,Student 0174,M,Indian,B.Tech Computer Science and Engineering,4,8.5,Cybersecurity Engineer,12,33,7,2.89,16,High
STU0175,Student 0175,F,Indian,B.Tech Computer Science and Engineering,5,9.0,Data Engineer,27,64,10,3.4,20,Moderate
STU0176,Student 0176,F,Indian,B.Tech Computer Science and Engineering,5,8.0,AI/ML Engineer,8,77,11,3.38,20,High
STU0177,Student 0177,M,Indian,B.Tech Computer Science and Engineering,5,8.5,Data Scientist,16,59,10,3.72,20,Moderate
STU0178,Student 0178,M,Indian,B.Tech Computer Science and Engineering,5,8.5,Software Engineer,18,47,4,3.78,20,Moderate
STU0179,Student 0179,F,Indian,B.Tech Computer Science and Engineering,4,8.0,Cybersecurity Engineer,13,66,3,3.27,16,Moderate
STU0180,Student 0180,F,Indian,B.Tech Computer Science and Engineering,5,8.0,Data Engineer,8,83,5,3.46,20,Moderate
STU0181,Student 0181,M,Other,B.Tech Computer Science and Engineering,7,8.5,AI/ML Engineer,13,83,8,3.53,20,Moderate
STU0182,Student 0182,F,Bangladeshi,B.Tech Computer Science and Engineering,6,8.5,Data Scientist,16,56,9,3.12,20,Moderate
STU0183,Student 0183,M,Indian,B.Tech Computer Science and Engineering,7,9.0,Software Engineer,26,46,7,3.4,20,Moderate
STU0184,Student 0184,F,Indian,B.Tech Computer Science and Engineering,7,8.0,Cybersecurity Engineer,18,71,8,3.44,20,Moderate
STU0185,Student 0185,F,Indian,B.Tech Computer Science and Engineering,3,9.0,Data Engineer,10,72,3,3.25,16,Moderate
STU0186,Student 0186,F,Other,B.Tech Computer Science and Engineering,3,9.0,AI/ML Engineer,18,48,0,2.58,16,Moderate
STU0187,Student 0187,F,Bangladeshi,B.Tech Computer Science and Engineering,5,8.0,Data Scientist,29,66,6,3.59,20,Moderate
STU0188,Student 0188,M,Bhutanese,B.Tech Computer Science and Engineering,5,9.5,Software Engineer,11,56,6,3.55,20,Moderate
STU0189,Student 0189,M,Indian,B.Tech Computer Science and Engineering,6,9.0,Cybersecurity Engineer,23,65,4,3.76,20,Moderate
STU0190,Student 0190,M,Indian,B.Tech Computer Science and Engineering,5,8.5,Data Engineer,18,62,8,3.62,20,Moderate
STU0191,Student 0191,M,Indian,B.Tech Computer Science and Engineering,4,8.5,AI/ML Engineer,18,62,5,3.55,16,Moderate
STU0192,Student 0192,M,Indian,B.Tech Computer Science and Engineering,5,9.0,Data Scientist,13,64,7,3.21,20,Moderate
STU0193,Student 0193,M,Sri Lankan,B.Tech Computer Science and Engineering,3,9.0,Software Engineer,25,100,2,3.88,16,Moderate
STU0194,Student 0194,M,Indian,B.Tech Computer Science and Engineering,4,8.5,Cybersecurity Engineer,23,73,3,3.4,16,Moderate
STU0195,Student 0195,F,Indian,B.Tech Computer Science and Engineering,4,9.0,Data Engineer,23,47,7,3.57,16,Moderate
STU0196,Student 0196,M,Bangladeshi,B.Tech Computer Science and Engineering,5,8.5,AI/ML Engineer,8,75,2,3.19,20,Moderate
STU0197,Student 0197,M,Indian,B.Tech Computer Science and Engineering,5,8.5,Data Scientist,18,89,1,3.15,20,Moderate
STU0198,Student 0198,M,Indian,B.Tech Computer Science and Engineering,3,8.0,Software Engineer,19,64,7,3.41,16,Moderate
STU0199,Student 0199,F,Indian,B.Tech Computer Science and Engineering,3,9.0,Cybersecurity Engineer,21,39,5,3.69,16,High
STU0200,Student 0200,M,Indian,B.Tech Computer Science and Engineering,5,9.0,Data Engineer,22,70,9,3.46,20,Moderate
STU0201,Student 0201,M,Indian,B.Tech Computer Science and Engineering,4,8.5,AI/ML Engineer,16,71,12,3.48,16,High
STU0202,Student 0202,M,Indian,B.Tech Computer Science and Engineering,6,9.0,Data Scientist,19,62,4,3.42,20,Moderate
STU0203,Student 0203,F,Sri Lankan,B.Tech Computer Science and Engineering,7,9.0,Software Engineer,24,58,2,3.46,20,Moderate
STU0204,Student 0204,M,Indian,B.Tech Computer Science and Engineering,3,8.5,Cybersecurity Engineer,15,70,9,3.28,16,Moderate
STU0205,Student 0205,M,Indian,B.Tech Computer Science and Engineering,4,9.5,Data Engineer,17,58,5,3.83,16,Moderate
STU0206,Student 0206,M,Indian,B.Tech Computer Science and Engineering,5,9.0,AI/ML Engineer,21,58,9,3.38,20,Moderate
STU0207,Student 0207,F,Other,B.Tech Computer Science and Engineering,7,8.0,Data Scientist,10,42,13,3.33,20,High
STU0208,Student 0208,M,Sri Lankan,B.Tech Computer Science and Engineering,3,9.0,Software Engineer,10,41,8,3.5,16,High
STU0209,Student 0209,M,Indian,B.Tech Computer Science and Engineering,3,8.5,Cybersecurity Engineer,14,93,5,3.42,16,Moderate
STU0210,Student 0210,M,Indian,B.Tech Computer Science and Engineering,4,9.0,Data Engineer,17,58,6,3.04,16,Moderate
STU0211,Student 0211,F,Other,B.Tech Computer Science and Engineering,4,8.5,AI/ML Engineer,14,37,8,2.61,16,High
STU0212,Student 0212,F,Indian,B.Tech Computer Science and Engineering,4,9.5,Data Scientist,22,71,5,3.87,16,Moderate
STU0213,Student 0213,M,Indian,B.Tech Computer Science and Engineering,5,8.5,Software Engineer,17,52,14,3.11,20,High
STU0214,Student 0214,F,Indian,B.Tech Computer Science and Engineering,3,9.0,Cybersecurity Engineer,15,58,8,3.42,16,Moderate
